alarm_box_code,alarm_box_location,latitude,longitude,incident_count,average_response_time
B1905,LINDEN BLVD & WILLIAMS AVE,40.65774692,-73.89610851,23,318.7826086956522
Q4918,JEWEL AVE/VAN ARSDALE AVE & 136 ST,40.72834297,-73.82954332,21,383.3809523809524
B3884,BATH AVE & BAY 37 ST,40.59521085,-73.99238931,6,368.5
Q7528,HOYT AVE N & 24 ST,40.77393148,-73.92165606,2,417.0
Q6806,109 AVE & 227 ST,40.7066598,-73.72964716,2,367.5
B2540,17 AVE & 46 ST,40.63123292,-73.98130754,21,343.95238095238096
Q3106,QUEENS BLVD & 64 RD,40.72915082,-73.8604723,39,381.6923076923077
M1584,HAMILTON PL & W 139 ST,40.8221734,-73.95210583,67,267.7313432835821
R4392,AMBOY RD 75' E OF SHARROTT AVE,40.52402543,-74.21401058,5,338.6
Q3206,66 RD & YELLOWSTONE BLVD,40.72915439,-73.84944778,7,400.2857142857143
Q7989,43 AVE OPP 95 ST,40.74524191,-73.869288,4,181.25
Q7339,78 AVE & 88 ST,40.70589893,-73.86108261,3,447.6666666666667
R0224,CEBRA AVE & VICTORY BLVD,40.63395556,-74.08574929,16,234.875
Q5755,131 AVE & 218 ST,40.6831333,-73.74935675,8,316.25
M1014,MADISON AVE & E 69 ST,40.76984667,-73.9668471,49,340.40816326530614
X2609,BRUCKNER BLVD N/B & THERIOT AVE,40.82510524,-73.86295905,10,302.2
Q6451,60 AVE & HEWLETT ST,40.7614709,-73.71691484,8,419.0
R3695,RICHMOND AVE & ARTHUR KILL RD,40.561078,-74.16982656,41,243.1951219512195
M1378,LEXINGTON AVE & E 115 ST,40.7979438,-73.94212011,146,329.05479452054794
B2023,GLENMORE AVE & WYONA ST,40.67358165,-73.89335128,15,190.06666666666666
M0482,STUYVESANT TWN SVC RD 1 AVE & E 16 ST,40.73264377,-73.981562,13,291.9230769230769
B2379,PRESTON CT BTW E 56 ST & RALPH AVE,40.63999206,-73.92149332,4,177.0
R1583,SLOSSON AVE & MOTLEY AVE,40.60801798,-74.11606167,0,0.0
B2816,16 AVE & 77 ST,40.61515271,-74.00203158,12,313.25
X3468,ADEE AVE & OLINVILLE AVE,40.86968361,-73.86822921,18,283.55555555555554
Q5270,109 AVE & 120 ST,40.68250274,-73.82130359,34,228.44117647058823
X2965,JEROME AVE & MOUNT HOPE PL,40.8494181,-73.91112232,27,366.51851851851853
M1262,3 AVE & E 100 ST,40.78775317,-73.94746094,92,311.8695652173913
M1483,1 AVE & E 126 ST,40.80248977,-73.93089359,20,297.75
B0628,VANDERBILT AVE & DEKALB AVE,40.68946752,-73.96910363,20,244.95
Q1401,CRONSTON AVE & BEACH 124 ST,40.58113253,-73.84592173,3,276.0
M1151,BROADWAY & W 84 ST,40.78704606,-73.97758535,39,272.28205128205127
X3722,BROADWAY & W 230 ST,40.87691333,-73.90657623,197,295.502538071066
B1816,ETNA AVE & RICHMOND ST,40.68582132,-73.87737336,7,401.0
Q5436,110 AVE & SPRINGFIELD BLVD,40.70838463,-73.73861196,10,281.8
B1311,8 AVE & 16 ST,40.66153948,-73.98273252,41,269.2926829268293
R1876,ADAMS AVE & NORTH RAILROAD AVE,40.5832691,-74.1041134,5,317.2
R1223,SAND LA & OLYMPIA BLVD,40.59278577,-74.06831811,14,213.21428571428572
X3785,ARLINGTON AVE & W 246 ST,40.89263163,-73.90990306,0,0.0
B0455,COURT ST & MONTAGUE ST,40.69373505,-73.99044693,45,293.26666666666665
M1019,1 AVE & E 70 ST,40.76649344,-73.95695607,85,427.50588235294117
Q1095,MOTT AVE & MCBRIDE ST,40.60573893,-73.757706,63,281.23809523809524
M1340,RIVERSIDE DR & W 111 ST,40.80545283,-73.96772277,18,313.1111111111111
X4903,UNIVERSITY AVE & W KINGSBRIDGE RD,40.86828265,-73.90106211,28,344.17857142857144
R0026,JERSEY ST 500' S OF RICHMOND TERR,40.64536605,-74.08785112,43,249.8372093023256
Q9509,WOODHAVEN BLVD & 65 AVE,40.71997671,-73.86523871,5,396.6
R1494,SEA VIEW AVE & HYLAN BLVD,40.58663049,-74.09220985,11,476.6363636363636
X3085,DORSEY & SEDDON STS,40.84069738,-73.84906246,11,455.6363636363636
R4852,YETMAN AVE & HYLAN BLVD,40.50483163,-74.24163828,5,271.4
X2658,SOLON PL & HAVEMEYER AVE,40.82025032,-73.84504791,1,391.0
B1984,WILLIAMS AVE 600' S OF STANLEY AVE,40.65301502,-73.89428989,32,344.625
Q4554,LEAVITT ST & 137 ST,40.76568772,-73.82912909,12,356.5833333333333
R4882,MASSACHUSETTS AVE 500' N OF HYLAN BLVD,40.50436703,-74.25089386,6,333.8333333333333
Q5373,LINDEN BLVD & 176 ST,40.69290356,-73.77360351,4,266.75
R1772,BUCHANAN AVE & HAROLD ST,40.60126175,-74.13311765,5,476.6
M0529,GREENWICH AVE & BANK ST,40.73716857,-74.00146275,16,277.4375
M0256,NORFOLK ST & GRAND ST,40.7164457,-73.98836626,36,289.69444444444446
Q7109,MASPETH AVE & PAGE PL,40.72200551,-73.91655468,9,356.0
R1108,LISK AVE & SOUTH AVE,40.6231246,-74.16759586,2,248.0
Q7361,38 AVE & 27 ST,40.75539132,-73.93503981,13,336.15384615384613
Q7817,ROOSEVELT AVE & 62 ST,40.74573086,-73.90211693,24,335.5
R0374,BROADWAY & MARKHAM RD,40.63889764,-74.11768776,9,275.3333333333333
B3185,AVENUE L & E 72 ST,40.62637184,-73.91449727,16,325.875
Q9181,64 AVE & 102 ST,40.73175437,-73.85358841,25,329.52
B3995,AVENUE S & COLEMAN ST,40.61207456,-73.92774665,2,169.5
B1489,10 AVE & 40 ST,40.64406012,-73.99348583,12,249.0
Q6781,80 AVE & 265 ST,40.74584553,-73.70653275,6,293.5
B1010,PLAZA ST & BUTLER PL,40.67471278,-73.96899919,26,292.1923076923077
R3856,ARMSTRONG AVE & OCEANVIEW PL,40.54112902,-74.15404903,4,275.0
X2954,BATHGATE AVE & E 176 ST,40.84564214,-73.8977025,38,279.1578947368421
R0493,TOMPKINS AVE & CLIFTON AVE,40.61272606,-74.07141153,22,186.13636363636363
Q3188,S/S QUEENS BLVD & 82 RD,40.71227625,-73.82661953,60,336.3
Q4977,57 AVE & VAN HORN ST,40.73239605,-73.87643249,12,282.3333333333333
M1497,W 127 ST & LENOX AVE/MALCOLM X BLVD,40.80907023,-73.94453779,74,353.27027027027026
R4229,WOODS OF ARDEN RD & BATHGATE ST,40.53106685,-74.15908527,3,250.33333333333334
B1062,ROGERS AVE & UNION ST,40.66911459,-73.95335278,18,256.22222222222223
B4075,VANDALIA AVE & BETHEL LOOP,40.65180396,-73.88244151,14,336.7857142857143
Q9910,OAK AVE & 164 ST,40.74976515,-73.80287667,2,398.0
M1622,BROADWAY & W 145 ST,40.82642864,-73.95044994,141,316.73758865248226
Q7580,20 AVE & 29 ST,40.78043103,-73.90729372,28,303.57142857142856
R2233,ROMA AVE & NEW DORP LA,40.56564349,-74.10002281,5,350.8
M0654,8 AVE & W 27 ST,40.74782273,-73.99664704,30,404.56666666666666
M1049,3 AVE & E 74 ST,40.77106427,-73.95964441,30,288.3333333333333
B0433,JOHNSON ST & LAWRENCE ST,40.69492406,-73.986169,16,290.0625
B0792,LEWIS AVE & LEXINGTON AVE,40.689354,-73.9363203,26,235.42307692307693
M1307,5 AVE & E 106 ST,40.79428503,-73.95111102,78,286.28205128205127
B1239,DEAN ST & 4 AVE,40.68312884,-73.97918391,101,281.6930693069307
B0311,WYTHE AVENUE S OF CLYMER ST,40.70420946,-73.96550334,113,285.6637168141593
R3665,WAINWRIGHT AVE & READING AVE,40.55529524,-74.17079415,4,203.0
Q6763,HILLSIDE AVE & 260 ST,40.73733382,-73.70831903,7,293.14285714285717
Q6026,LITTLE NECK PWAY & 252 ST,40.75189482,-73.72124305,14,322.92857142857144
Q3642,47 AVE & AUBURNDALE LA,40.75052127,-73.7948269,2,272.5
Q4979,64 AVE & 174 ST,40.73802907,-73.79489193,11,240.63636363636363
R1734,MARTIN AVE & WESTWOOD AVE,40.60568317,-74.13975632,10,315.8
Q7522,26 AVE & 9 ST,40.77546819,-73.93026438,1,294.0
B3304,SHEEPSHEAD BAY RD & E 16 ST,40.58719508,-73.95325196,41,322.780487804878
Q6954,29 AVE & 160 ST,40.77108605,-73.80441774,7,436.42857142857144
M0480,IRVING PL & E 17 ST,40.73587893,-73.98738718,31,278.5483870967742
Q7808,37 AVE & 58 ST,40.75016151,-73.9043343,7,355.7142857142857
R0956,LAKE AVE & RAILROAD CROSSING,40.63396355,-74.15099378,18,293.05555555555554
X4138,CALHOUN AVE & CROSS BX XWAY E/B SR,40.82336032,-73.8222056,120,425.1166666666667
B2235,DITMAS AVE & E 87 ST,40.64668354,-73.91693684,14,334.14285714285717
R0346,BEMENT AVE & RICHMOND TERRACE,40.64289131,-74.11385261,12,281.1666666666667
B1047,BROOKLYN AVE & FENIMORE ST,40.65901046,-73.94525998,9,291.44444444444446
B2128,AVENUE D & E 104 ST,40.65279398,-73.90296011,4,287.0
X2138,3 AVE & E 137 ST,40.81048605,-73.92801376,8,318.875
M0942,5 AVE & 60 ST,40.76489773,-73.97255352,40,388.65
Q5607,88 RD & 247 ST,40.72866627,-73.72091197,3,475.3333333333333
Q1346,SHORE FRONT PWAY & BEACH 94 ST,40.58403754,-73.81528084,8,214.75
Q6077,103 AVE & 126 ST,40.68964244,-73.81906075,6,327.8333333333333
B1563,TILDEN AVE & ROGERS AVE,40.64677092,-73.95204923,13,277.53846153846155
M1213,BROADWAY & W 92 ST,40.79209413,-73.97364908,49,363.0612244897959
Q8685,122 AVE & LONG ST,40.6787036,-73.78174233,19,292.3157894736842
R0271,ST PAULS AVE & SWAN ST,40.63486398,-74.07845484,18,325.1666666666667
R2446,WOLVERINE ST & AMBOY RD/RVFD,40.5670284,-74.12783491,6,295.6666666666667
R2262,BEACH AVE & CLAWSON ST,40.56869076,-74.11461009,5,338.0
X3591,JEROME AVE & E 212 ST,40.88439063,-73.87995799,10,464.1
X4054,CALHOUN AVE & SAMPSON AVE,40.81987024,-73.81986115,16,317.1875
M1179,5 AVE & E 88 ST,40.78283332,-73.95946906,38,455.89473684210526
Q5157,109 AVE & 124 ST,40.6835011,-73.81811862,19,248.89473684210526
B3893,SNYDER AVE & E 38 ST,40.64939399,-73.94169995,13,308.3076923076923
X2366,SENECA AVE & LONGFELLOW AVE,40.81912848,-73.88577796,14,318.35714285714283
Q4202,58 RD & 64 ST,40.72074379,-73.90091573,5,409.4
Q4224,FURMANVILLE AVE & 83 PL,40.71890376,-73.86877878,6,386.8333333333333
B3533,NEPTUNE AVE & W 28 ST,40.57787974,-73.99475686,16,174.625
Q5018,SAYRES AVE & 167 ST,40.69162129,-73.78333085,24,287.4166666666667
B0674,WILLOUGHBY AVE & MARCY AVE,40.69390487,-73.94891392,45,290.5111111111111
Q7193,40 RD & NORTHERN BLVD,40.75097904,-73.93474259,27,407.0740740740741
B2137,FOSTER AVE & E 101 ST,40.65024397,-73.90273372,15,370.0
B3357,AVENUE Z & E 7 ST,40.5871215,-73.96204485,20,284.9
Q5248,HILLSIDE AVE & 180 ST,40.71293755,-73.78262547,36,434.1388888888889
B3233,AVENUE T & GERRITSEN AVE,40.60334437,-73.93682748,10,233.6
B3327,AVENUE P & E 12 ST,40.61009887,-73.96137268,36,233.16666666666666
M1297,AMSTERDAM AVE & W 105 ST,40.79976083,-73.96620573,63,335.6984126984127
R2863,ST PATRICKS PL & W CEDARVIEW AVE/RVFD,40.57038121,-74.14388544,3,524.0
Q7261,47 AVE & 38 ST,40.742123,-73.92744375,19,346.2631578947368
X3024,ZEREGA AVE & HALSEY ST,40.83565135,-73.84559222,6,350.3333333333333
Q9335,34 AVE & 110 ST,40.75649222,-73.85879892,11,386.09090909090907
Q8850,111 AVE & 139 ST,40.68515987,-73.80525446,10,273.2
B1291,4 AVE & PROSPECT AVE,40.66550728,-73.99277081,26,290.4230769230769
X3870,E 234 ST & BYRON AVE,40.8936239,-73.85524068,37,276.18918918918916
B1147,3 AVE & 80 ST,40.62783292,-74.02927465,22,301.8181818181818
B2355,FOSTER AVE & E 83 ST,40.64194765,-73.91662099,9,359.8888888888889
B0613,CARLTON AVE & FULTON ST,40.6850205,-73.971223,130,231.22307692307692
X3397,BRIGGS AVE & E 197 ST,40.86836792,-73.88980523,30,341.1333333333333
Q7503,29 AVE & CRESCENT ST,40.76926521,-73.92457256,5,265.6
B3445,W/S 15 AVE OPP INDEPENDENCE AVE,40.60433737,-74.01700324,22,394.77272727272725
Q2822,253 ST & 149 RD,40.65231516,-73.73687251,8,332.625
Q4779,29 AVE & 170 ST,40.77061215,-73.79503666,2,340.0
M0564,7 AVE & W 15 ST,40.73924284,-73.99918496,48,294.7708333333333
X4770,DAVIDSON AVE & W 176 ST,40.84843248,-73.91297839,113,420.78761061946904
Q4824,108 AVE & UNION HALL ST,40.69617957,-73.79216302,39,288.02564102564105
M1332,1 AVE & E 110 ST,40.79218819,-73.93819347,60,373.18333333333334
R0865,SCHOHARIE ST & CLOVE RD,40.61460049,-74.10209434,3,300.0
R2275,MILL RD & EBBITTS ST,40.56431067,-74.11013947,33,382.27272727272725
Q4724,138 ST & COOLIDGE AVE,40.71542481,-73.82130001,3,352.3333333333333
Q5550,89 AVE & 212 ST,40.72351294,-73.75262896,5,329.4
B0290,STEWART AVE & SCHOLES ST,40.71161292,-73.9269976,5,265.2
B3419,QUENTIN RD & W 12 ST,40.60531276,-73.98492572,14,399.64285714285717
Q5177,HARDING XWAY S & PARSONS BLVD,40.7382339,-73.81027046,7,384.85714285714283
Q4627,47 AVE & 70 ST,40.73902708,-73.8940757,7,310.85714285714283
X3499,WALLACE AVE & SOUTH OAK DR,40.87222258,-73.86424876,27,334.44444444444446
X2781,WEBSTER AVE & CLAREMONT PWAY,40.83979143,-73.90515859,29,293.82758620689657
Q4345,BOOTH MEMORIAL AVE & FRESH MEADOW LA,40.74193303,-73.79695065,4,327.5
B1092,FLATBUSH AVE & WINTHROP ST,40.65648588,-73.96007277,68,325.3529411764706
Q5278,89 AVE & 202 ST,40.71849352,-73.76084487,4,255.75
R1321,COLLEGE AVE & CRYSTAL AVE,40.6221653,-74.14161654,19,286.42105263157896
R0262,BROAD ST & QUINN ST,40.62493911,-74.07853596,24,184.83333333333334
B0015,GARDNER AVE & CHERRY  ST,40.72556213,-73.93147295,1,516.0
X2617,O'BRIEN AVE & SOUND VIEW AVE,40.81131269,-73.85627735,11,410.0
M1259,2 AVE & E 99 ST,40.78617301,-73.94569523,58,329.63793103448273
R0535,SLOSSON AVE & RICE AVE,40.61787405,-74.11787188,4,304.5
Q5590,87 AVE & WINCHESTER BLVD,40.73122719,-73.73612299,3,352.3333333333333
Q5782,133 AVE & 222 ST,40.67961881,-73.74669816,17,386.29411764705884
Q5973,147 DR & HUXLEY ST,40.65596698,-73.74060787,11,276.8181818181818
Q7970,ROOSEVELT AVE & 94 ST,40.74873875,-73.87264739,16,303.0
R1385,JEWETT AVE & COLLEGE AVE,40.62102069,-74.13180412,13,198.15384615384616
B1435,5 AVE & 23 ST,40.66022793,-73.99458791,26,365.5
R0593,MAINE AVE & VIRGINIA PL,40.62051212,-74.12988477,2,181.5
Q9785,BELL BLVD & 67 AVE,40.74394992,-73.75962733,7,328.2857142857143
