alarm_box_code,alarm_box_location,latitude,longitude,incident_count,average_response_time
B1759,SUNNYSIDE AVE & BARBEY ST,40.68248486,-73.89028339,13,275.3076923076923
M1521,5 AVE & E 130 ST,40.80958142,-73.93994876,33,363.06060606060606
B3283,VOORHIES AVE & E 26 ST,40.58689038,-73.94318574,24,313.25
Q9149,68 RD & 108 ST,40.72629449,-73.84618699,10,389.1
Q9779,67 AVE & 214 ST,40.74341137,-73.76158679,9,306.8888888888889
B0972,ATLANTIC AVE & CLASSON AVE,40.67983113,-73.95829217,18,271.1666666666667
Q6350,MANOR RD & DOUGLAS RD,40.77719081,-73.74605457,5,350.4
Q8999,VAN WYCK XWAY W SVC RD & 105 AVE,40.69057272,-73.81037271,20,273.6
Q0034,LGA - PARKING GARAGE E/END ARRIVAL BLD,40.77278489,-73.87158358,0,0.0
Q6922,CROCHERON AVE & 170 ST,40.7627955,-73.79610662,12,284.5
M1778,ST NICHOLAS AVE OPP W 193 ST,40.85680813,-73.92826618,66,367.90909090909093
M1290,FDR DR & E 107 ST,40.78951095,-73.93750187,2,300.5
B2211,HOPKINSON AVE/BOYLAND ST & HEGEMAN AVE,40.65593507,-73.91004188,55,277.58181818181816
Q3737,15 RD & 208 ST,40.78499848,-73.78562776,9,469.8888888888889
R4761,LORETTO LA & WATERFRONT,40.50402832,-74.21812604,0,0.0
B1586,CLARKSON AVE & E 40 ST,40.65600154,-73.94053215,8,314.125
R1947,RICHMOND AVE & DEPPE PL,40.61792217,-74.15577784,18,212.66666666666666
B1978,DUMONT AVE & EMERALD ST,40.67138053,-73.85947417,7,273.42857142857144
B2573,14 AVE & 39 ST,40.63929771,-73.98408782,14,266.2142857142857
Q5578,93 RD & 224 ST,40.72291868,-73.73149717,9,270.3333333333333
Q3867,EAST HAMPTON BLVD & HARDING XWAY N,40.75218624,-73.74718849,3,241.33333333333334
Q9532,WOODHAVEN BLVD & 68 AVE,40.71548717,-73.86062663,8,381.25
M1275,2 AVE & E 101 ST,40.787442,-73.9447695,133,338.25563909774434
B1662,BLAKE AVE & CHESTER ST,40.66548902,-73.91062465,25,252.2
Q6427,HARDING XWAY N & OVERBROOK ST,40.75924987,-73.73611089,0,0.0
R2012,RICHMOND RD & HUNTER AVE,40.58368564,-74.10790852,3,225.66666666666666
Q3281,ASTORIA BLVD N & 76 ST,40.76678469,-73.89309377,0,0.0
Q5101,MYRTLE AVE & 73 ST,40.70229404,-73.87639785,10,242.4
B0793,LEXINGTON AVE & MALCOLM X BLVD\REID AVE,40.68997797,-73.93036357,69,193.53623188405797
Q7427,34 AVE & 28 ST,40.76079776,-73.92965062,16,307.0625
M1230,FDR DR & E 97 ST,40.78363246,-73.94351861,3,331.6666666666667
Q2213,S/S QUEENS BLVD & 58 ST,40.74163074,-73.90770322,34,286.61764705882354
R1525,VICTORY BLVD & MOUNTAINVIEW AVE,40.61276831,-74.12687085,13,244.84615384615384
Q5121,CENTRAL AVE & 69 PL,40.70420133,-73.88287364,18,321.0
Q9839,97 AVE & SUTPHIN BLVD,40.6972619,-73.80573926,37,241.21621621621622
Q4074,FLUSHING AVE & ONDERDONK AVE,40.7114561,-73.91985955,20,291.25
Q5768,129 AVE & 236 ST,40.68043734,-73.73117919,5,322.0
B3604,OCEANVIEW AVE & BRIGHTON 2 ST,40.57880751,-73.96581492,25,309.68
M1407,5 AVE & E 118 ST,40.80197023,-73.94550864,95,323.4421052631579
Q4818,JAMAICA AVE & SUTPHIN BLVD,40.70176553,-73.80792715,94,274.29787234042556
B1232,FLATBUSH AVE & PARK PL,40.67752281,-73.97271615,97,251.06185567010309
Q4514,22 AVE & 126 ST,40.78015379,-73.84239892,18,336.6666666666667
B1729,GLENMORE AVE & SHEFFIELD AVE,40.67301661,-73.89716712,8,229.75
Q6218,150 ST & 20 RD,40.78058083,-73.81429898,4,301.25
Q7671,ASTORIA BLVD & 81 ST,40.76517834,-73.88806563,6,335.3333333333333
X2875,NOBLE AVE & GLEASON AVE,40.82942885,-73.86968144,16,367.375
B0482,FURMAN ST & MONTAGUE ST,40.69599978,-73.99824027,16,321.375
Q2105,101 AVE & 84 ST,40.68160698,-73.85535333,22,361.27272727272725
Q9617,86 AVE & 105 ST,40.69724833,-73.84300917,15,306.73333333333335
R1016,TARGEE ST & STEUBEN ST,40.61072604,-74.08634215,8,319.375
B3828,DWIGHT ST & COFFEY ST,40.67422277,-74.01118011,7,253.14285714285714
B1611,E NEW YORK AVE & ST MARKS AVE,40.672948,-73.90925438,163,276.6134969325153
X3822,SETON AVE & E 233 ST,40.88893566,-73.83643359,24,351.5
Q1326,ROCKAWAY BEACH BLVD & BEACH 84 ST,40.58774216,-73.80986542,111,343.06306306306305
B0180,METROPOLITAN AVE & STEWART AVE,40.71420824,-73.92816525,11,290.54545454545456
X3969,ONEIDA AVE & E 236 ST,40.89769435,-73.87269698,5,738.0
Q5394,QUENCER RD & NEWBURGH ST,40.69563063,-73.76458044,12,307.5833333333333
X3837,EDENWALD AVE & WILDER AVE,40.89328577,-73.8419206,19,360.36842105263156
Q5061,FOCH BLVD & MERRICK BLVD,40.68701659,-73.77486249,7,273.14285714285717
X2883,SEABURY AVE & HERSHELL ST,40.83615871,-73.84246873,5,256.8
B4018,FLATLANDS AVE & FOUNTAIN AVE,40.66045225,-73.8671807,10,325.3
X3667,PRATT AVE & MAROLLA PLACE,40.88469455,-73.83591285,18,349.77777777777777
B2107,NEW LOTS AVE & HINSDALE ST,40.65983319,-73.89759944,20,239.25
B1446,4 AVE & 32 ST,40.65654952,-74.00209359,24,283.75
R1192,WESTERN AVE & RAILROAD CROSSING,40.63448668,-74.18184158,2,373.0
R1429,XENIA ST & HURLBERT ST,40.59215182,-74.08446979,4,281.75
R4689,PURDY PL & HOLTON AVE,40.51273272,-74.19368776,3,458.6666666666667
B1423,3 AVE & 29 ST,40.65954746,-74.00262349,18,371.0
B2895,CROPSEY AVE & 20 AVE,40.60020309,-74.00281297,39,302.87179487179486
B2934,AVE I & EAST 15 ST,40.62757082,-73.96184657,22,382.3636363636364
Q7072,GRAND AVE & E/S OF NY CONN RAILROAD,40.73049188,-73.88624327,2,166.0
R3768,CODY PL & CROCKER CT,40.55520322,-74.20190242,1,275.0
Q0082,SHEA STADIUM 700' W OF 126 ST & 38 AVE,40.75623317,-73.84642544,1,356.0
M0145,BROADWAY & THOMAS ST,40.71575994,-74.00497613,28,303.7857142857143
M1417,MORNINGSIDE AVE & W 119 ST,40.80754571,-73.95680544,27,287.77777777777777
M1782,AMSTERDAM AVE S OF FORT GEORGE AVE,40.85501103,-73.926036,18,362.94444444444446
R0428,VANDERBILT AVE & BAY ST,40.62246402,-74.07253552,14,210.07142857142858
M0428,AVENUE B & E 4 ST,40.72327798,-73.9825245,104,259.9519230769231
R0229,VICTORY BLVD & BAY ST,40.6377481,-74.07601777,85,273.21176470588233
B0919,SCHENECTADY AVE & PARK PL,40.6725145,-73.93355357,59,228.9322033898305
M1323,BROADWAY & W 108 ST,40.80292725,-73.96757497,106,328.62264150943395
Q4430,45 AVE & 160 ST,40.7565452,-73.80639406,7,550.5714285714286
M1798,10 AVE & W 202 ST,40.86131167,-73.921232,56,373.07142857142856
R0563,UTTER AVE & MANOR RD,40.61805942,-74.12362161,3,228.66666666666666
R2413,COMBS AVE 250' N OF CLARKE AVE/RVFD,40.56593022,-74.13205095,0,0.0
B3013,AVENUE M & E 17 ST,40.61821719,-73.95814639,21,271.3809523809524
R1983,WYONA AVE & HAWTHORNE AVE,40.61022205,-74.1489379,2,295.5
B0143,MANHATTAN AVE & FROST ST,40.71790704,-73.94665225,35,277.0285714285714
B2992,AVE M & EAST 15 ST,40.61801126,-73.96004232,29,273.0689655172414
Q9336,37 AVE & 111 ST,40.75414368,-73.85715508,16,399.1875
M0089,PEARL ST & BEEKMAN ST,40.70808367,-74.00340211,21,321.3809523809524
B2587,11 AVE & 48 ST,40.63824637,-73.99594166,12,314.6666666666667
Q1314,ROCKAWAY BEACH BLVD & BEACH 75 ST,40.58866769,-73.80274869,25,310.76
X3778,FIELDSTON RD & W 245 ST,40.89171407,-73.90558681,2,410.0
Q4123,68 RD & 60 ST,40.70347577,-73.89981967,2,435.5
B2616,68 ST & 7 AVE E/S OF VZ BRIDGE APP,40.63178263,-74.01582528,9,565.1111111111111
B1709,LIBERTY AVE & SNEDIKER AVE,40.67357377,-73.90207722,10,225.0
Q7019,SW CORNER 73 ST & 57 AVE,40.72843098,-73.88858241,8,241.25
Q1422,CRONSTON AVE & BEACH 135 ST,40.57803909,-73.85511219,1,371.0
B2453,FOSTER AVE & E 21 ST,40.63679269,-73.95743328,41,231.21951219512195
Q2305,N/B CI PWAY AT 150 ST,40.78726003,-73.81286381,0,0.0
Q7402,32 AVE & 51 ST,40.75529168,-73.90846545,54,423.48148148148147
X4030,BRUSH AVE & ROHR PL,40.82178334,-73.8378736,3,407.6666666666667
R1031,ELBE AVE & SABLE AVE,40.60604576,-74.08434222,0,0.0
Q7171,41 AVE & 21 ST,40.75399761,-73.94243021,67,318.13432835820896
Q5256,HILLSIDE AVE & 187 ST,40.71469631,-73.77529928,17,329.70588235294116
R3814,NELSON AVE & BELDEN ST,40.5474525,-74.14995202,1,191.0
Q6615,CROYDEN RD & MAYFIELD RD,40.71699938,-73.78961771,9,371.22222222222223
Q4485,SANFORD AVE & 149 ST,40.76037161,-73.81508733,15,234.4
B1905,LINDEN BLVD & WILLIAMS AVE,40.65774692,-73.89610851,22,308.3636363636364
Q4918,JEWEL AVE/VAN ARSDALE AVE & 136 ST,40.72834297,-73.82954332,25,380.4
B3884,BATH AVE & BAY 37 ST,40.59521085,-73.99238931,11,202.72727272727272
Q7528,HOYT AVE N & 24 ST,40.77393148,-73.92165606,11,363.0
Q6806,109 AVE & 227 ST,40.7066598,-73.72964716,1,273.0
B2540,17 AVE & 46 ST,40.63123292,-73.98130754,22,334.1818181818182
Q3106,QUEENS BLVD & 64 RD,40.72915082,-73.8604723,37,385.4594594594595
M1584,HAMILTON PL & W 139 ST,40.8221734,-73.95210583,71,223.50704225352112
R4392,AMBOY RD 75' E OF SHARROTT AVE,40.52402543,-74.21401058,10,434.1
Q3206,66 RD & YELLOWSTONE BLVD,40.72915439,-73.84944778,11,282.72727272727275
Q7989,43 AVE OPP 95 ST,40.74524191,-73.869288,3,289.3333333333333
Q7339,78 AVE & 88 ST,40.70589893,-73.86108261,3,476.3333333333333
R0224,CEBRA AVE & VICTORY BLVD,40.63395556,-74.08574929,29,248.20689655172413
Q5755,131 AVE & 218 ST,40.6831333,-73.74935675,11,347.8181818181818
M1014,MADISON AVE & E 69 ST,40.76984667,-73.9668471,40,365.325
X2609,BRUCKNER BLVD N/B & THERIOT AVE,40.82510524,-73.86295905,24,318.5
Q6451,60 AVE & HEWLETT ST,40.7614709,-73.71691484,9,446.55555555555554
R3695,RICHMOND AVE & ARTHUR KILL RD,40.561078,-74.16982656,30,226.36666666666667
M1378,LEXINGTON AVE & E 115 ST,40.7979438,-73.94212011,173,343.21965317919074
B2023,GLENMORE AVE & WYONA ST,40.67358165,-73.89335128,21,204.66666666666666
M0482,STUYVESANT TWN SVC RD 1 AVE & E 16 ST,40.73264377,-73.981562,14,287.7857142857143
B2379,PRESTON CT BTW E 56 ST & RALPH AVE,40.63999206,-73.92149332,7,448.57142857142856
R1583,SLOSSON AVE & MOTLEY AVE,40.60801798,-74.11606167,3,379.0
B2816,16 AVE & 77 ST,40.61515271,-74.00203158,15,267.93333333333334
X3468,ADEE AVE & OLINVILLE AVE,40.86968361,-73.86822921,35,375.7142857142857
Q5270,109 AVE & 120 ST,40.68250274,-73.82130359,46,230.6304347826087
X2965,JEROME AVE & MOUNT HOPE PL,40.8494181,-73.91112232,42,341.42857142857144
M1262,3 AVE & E 100 ST,40.78775317,-73.94746094,110,311.3545454545455
M1483,1 AVE & E 126 ST,40.80248977,-73.93089359,27,332.77777777777777
B0628,VANDERBILT AVE & DEKALB AVE,40.68946752,-73.96910363,46,247.84782608695653
Q1401,CRONSTON AVE & BEACH 124 ST,40.58113253,-73.84592173,5,273.2
M1151,BROADWAY & W 84 ST,40.78704606,-73.97758535,52,252.53846153846155
X3722,BROADWAY & W 230 ST,40.87691333,-73.90657623,196,313.6734693877551
B1816,ETNA AVE & RICHMOND ST,40.68582132,-73.87737336,12,319.25
Q5436,110 AVE & SPRINGFIELD BLVD,40.70838463,-73.73861196,20,423.6
B1311,8 AVE & 16 ST,40.66153948,-73.98273252,52,257.4423076923077
R1876,ADAMS AVE & NORTH RAILROAD AVE,40.5832691,-74.1041134,5,272.4
R1223,SAND LA & OLYMPIA BLVD,40.59278577,-74.06831811,18,187.72222222222223
X3785,ARLINGTON AVE & W 246 ST,40.89263163,-73.90990306,2,215.0
B0455,COURT ST & MONTAGUE ST,40.69373505,-73.99044693,67,280.7761194029851
M1019,1 AVE & E 70 ST,40.76649344,-73.95695607,104,430.27884615384613
Q1095,MOTT AVE & MCBRIDE ST,40.60573893,-73.757706,71,290.59154929577466
M1340,RIVERSIDE DR & W 111 ST,40.80545283,-73.96772277,31,328.258064516129
X4903,UNIVERSITY AVE & W KINGSBRIDGE RD,40.86828265,-73.90106211,80,386.525
R0026,JERSEY ST 500' S OF RICHMOND TERR,40.64536605,-74.08785112,34,249.61764705882354
Q9509,WOODHAVEN BLVD & 65 AVE,40.71997671,-73.86523871,10,462.0
R1494,SEA VIEW AVE & HYLAN BLVD,40.58663049,-74.09220985,18,235.5
X3085,DORSEY & SEDDON STS,40.84069738,-73.84906246,9,369.3333333333333
R4852,YETMAN AVE & HYLAN BLVD,40.50483163,-74.24163828,9,364.3333333333333
X2658,SOLON PL & HAVEMEYER AVE,40.82025032,-73.84504791,1,395.0
B1984,WILLIAMS AVE 600' S OF STANLEY AVE,40.65301502,-73.89428989,33,308.3636363636364
Q4554,LEAVITT ST & 137 ST,40.76568772,-73.82912909,12,296.1666666666667
R4882,MASSACHUSETTS AVE 500' N OF HYLAN BLVD,40.50436703,-74.25089386,3,313.6666666666667
Q5373,LINDEN BLVD & 176 ST,40.69290356,-73.77360351,2,275.5
R1772,BUCHANAN AVE & HAROLD ST,40.60126175,-74.13311765,10,411.8
M0529,GREENWICH AVE & BANK ST,40.73716857,-74.00146275,19,376.6842105263158
M0256,NORFOLK ST & GRAND ST,40.7164457,-73.98836626,43,252.27906976744185
Q7109,MASPETH AVE & PAGE PL,40.72200551,-73.91655468,1,1324.0
R1108,LISK AVE & SOUTH AVE,40.6231246,-74.16759586,5,259.8
Q7361,38 AVE & 27 ST,40.75539132,-73.93503981,34,336.52941176470586
Q7817,ROOSEVELT AVE & 62 ST,40.74573086,-73.90211693,14,325.2142857142857
R0374,BROADWAY & MARKHAM RD,40.63889764,-74.11768776,16,286.625
B3185,AVENUE L & E 72 ST,40.62637184,-73.91449727,17,359.4117647058824
Q9181,64 AVE & 102 ST,40.73175437,-73.85358841,35,385.42857142857144
B3995,AVENUE S & COLEMAN ST,40.61207456,-73.92774665,7,226.0
B1489,10 AVE & 40 ST,40.64406012,-73.99348583,12,250.58333333333334
Q6781,80 AVE & 265 ST,40.74584553,-73.70653275,5,429.6
B1010,PLAZA ST & BUTLER PL,40.67471278,-73.96899919,33,287.1212121212121
R3856,ARMSTRONG AVE & OCEANVIEW PL,40.54112902,-74.15404903,8,319.5
X2954,BATHGATE AVE & E 176 ST,40.84564214,-73.8977025,52,241.71153846153845
R0493,TOMPKINS AVE & CLIFTON AVE,40.61272606,-74.07141153,14,172.92857142857142
Q3188,S/S QUEENS BLVD & 82 RD,40.71227625,-73.82661953,117,321.1025641025641
Q4977,57 AVE & VAN HORN ST,40.73239605,-73.87643249,32,301.96875
M1497,W 127 ST & LENOX AVE/MALCOLM X BLVD,40.80907023,-73.94453779,84,323.5952380952381
R4229,WOODS OF ARDEN RD & BATHGATE ST,40.53106685,-74.15908527,3,339.3333333333333
B1062,ROGERS AVE & UNION ST,40.66911459,-73.95335278,16,302.25
B4075,VANDALIA AVE & BETHEL LOOP,40.65180396,-73.88244151,10,348.4
Q9910,OAK AVE & 164 ST,40.74976515,-73.80287667,6,349.6666666666667
M1622,BROADWAY & W 145 ST,40.82642864,-73.95044994,171,294.3625730994152
Q7580,20 AVE & 29 ST,40.78043103,-73.90729372,18,265.5
R2233,ROMA AVE & NEW DORP LA,40.56564349,-74.10002281,8,404.5
M0654,8 AVE & W 27 ST,40.74782273,-73.99664704,30,374.26666666666665
M1049,3 AVE & E 74 ST,40.77106427,-73.95964441,48,337.6875
B0433,JOHNSON ST & LAWRENCE ST,40.69492406,-73.986169,22,285.27272727272725
B0792,LEWIS AVE & LEXINGTON AVE,40.689354,-73.9363203,38,241.31578947368422
M1307,5 AVE & E 106 ST,40.79428503,-73.95111102,89,286.6741573033708
B1239,DEAN ST & 4 AVE,40.68312884,-73.97918391,123,268.2276422764228
B0311,WYTHE AVENUE S OF CLYMER ST,40.70420946,-73.96550334,136,267.38235294117646
R3665,WAINWRIGHT AVE & READING AVE,40.55529524,-74.17079415,8,203.0
Q6763,HILLSIDE AVE & 260 ST,40.73733382,-73.70831903,17,406.8235294117647
Q6026,LITTLE NECK PWAY & 252 ST,40.75189482,-73.72124305,15,306.8666666666667
Q3642,47 AVE & AUBURNDALE LA,40.75052127,-73.7948269,0,0.0
Q4979,64 AVE & 174 ST,40.73802907,-73.79489193,19,187.57894736842104
R1734,MARTIN AVE & WESTWOOD AVE,40.60568317,-74.13975632,9,310.1111111111111
Q7522,26 AVE & 9 ST,40.77546819,-73.93026438,3,430.0
B3304,SHEEPSHEAD BAY RD & E 16 ST,40.58719508,-73.95325196,47,311.5531914893617
Q6954,29 AVE & 160 ST,40.77108605,-73.80441774,9,330.22222222222223
M0480,IRVING PL & E 17 ST,40.73587893,-73.98738718,32,290.96875
Q7808,37 AVE & 58 ST,40.75016151,-73.9043343,19,402.4736842105263
R0956,LAKE AVE & RAILROAD CROSSING,40.63396355,-74.15099378,11,244.0
X4138,CALHOUN AVE & CROSS BX XWAY E/B SR,40.82336032,-73.8222056,159,369.8490566037736
B2235,DITMAS AVE & E 87 ST,40.64668354,-73.91693684,9,292.77777777777777
R0346,BEMENT AVE & RICHMOND TERRACE,40.64289131,-74.11385261,6,272.8333333333333
B1047,BROOKLYN AVE & FENIMORE ST,40.65901046,-73.94525998,9,343.55555555555554
B2128,AVENUE D & E 104 ST,40.65279398,-73.90296011,5,227.0
X2138,3 AVE & E 137 ST,40.81048605,-73.92801376,14,289.5
M0942,5 AVE & 60 ST,40.76489773,-73.97255352,55,407.8545454545455
Q5607,88 RD & 247 ST,40.72866627,-73.72091197,1,347.0
Q1346,SHORE FRONT PWAY & BEACH 94 ST,40.58403754,-73.81528084,12,241.66666666666666
Q6077,103 AVE & 126 ST,40.68964244,-73.81906075,18,271.1666666666667
B1563,TILDEN AVE & ROGERS AVE,40.64677092,-73.95204923,18,239.22222222222223
M1213,BROADWAY & W 92 ST,40.79209413,-73.97364908,74,356.9054054054054
Q8685,122 AVE & LONG ST,40.6787036,-73.78174233,22,273.22727272727275
R0271,ST PAULS AVE & SWAN ST,40.63486398,-74.07845484,10,310.7
R2446,WOLVERINE ST & AMBOY RD/RVFD,40.5670284,-74.12783491,13,323.61538461538464
R2262,BEACH AVE & CLAWSON ST,40.56869076,-74.11461009,8,317.25
X3591,JEROME AVE & E 212 ST,40.88439063,-73.87995799,14,430.7142857142857
X4054,CALHOUN AVE & SAMPSON AVE,40.81987024,-73.81986115,19,256.6842105263158
M1179,5 AVE & E 88 ST,40.78283332,-73.95946906,48,366.3333333333333
Q5157,109 AVE & 124 ST,40.6835011,-73.81811862,20,251.75
B3893,SNYDER AVE & E 38 ST,40.64939399,-73.94169995,18,257.0
X2366,SENECA AVE & LONGFELLOW AVE,40.81912848,-73.88577796,19,287.57894736842104
Q4202,58 RD & 64 ST,40.72074379,-73.90091573,8,294.625
Q4224,FURMANVILLE AVE & 83 PL,40.71890376,-73.86877878,7,346.0
B3533,NEPTUNE AVE & W 28 ST,40.57787974,-73.99475686,36,211.88888888888889
Q5018,SAYRES AVE & 167 ST,40.69162129,-73.78333085,38,247.81578947368422
B0674,WILLOUGHBY AVE & MARCY AVE,40.69390487,-73.94891392,44,249.27272727272728
Q7193,40 RD & NORTHERN BLVD,40.75097904,-73.93474259,21,408.3333333333333
B2137,FOSTER AVE & E 101 ST,40.65024397,-73.90273372,11,237.9090909090909
B3357,AVENUE Z & E 7 ST,40.5871215,-73.96204485,32,327.875
Q5248,HILLSIDE AVE & 180 ST,40.71293755,-73.78262547,64,349.421875
B3233,AVENUE T & GERRITSEN AVE,40.60334437,-73.93682748,19,170.47368421052633
B3327,AVENUE P & E 12 ST,40.61009887,-73.96137268,34,217.1764705882353
M1297,AMSTERDAM AVE & W 105 ST,40.79976083,-73.96620573,55,275.8909090909091
R2863,ST PATRICKS PL & W CEDARVIEW AVE/RVFD,40.57038121,-74.14388544,0,0.0
Q7261,47 AVE & 38 ST,40.742123,-73.92744375,18,286.44444444444446
X3024,ZEREGA AVE & HALSEY ST,40.83565135,-73.84559222,11,303.45454545454544
Q9335,34 AVE & 110 ST,40.75649222,-73.85879892,19,378.8421052631579
Q8850,111 AVE & 139 ST,40.68515987,-73.80525446,19,318.2631578947368
B1291,4 AVE & PROSPECT AVE,40.66550728,-73.99277081,30,252.63333333333333
X3870,E 234 ST & BYRON AVE,40.8936239,-73.85524068,37,241.21621621621622
B1147,3 AVE & 80 ST,40.62783292,-74.02927465,13,256.6923076923077
B2355,FOSTER AVE & E 83 ST,40.64194765,-73.91662099,12,321.25
B0613,CARLTON AVE & FULTON ST,40.6850205,-73.971223,167,248.61077844311376
X3397,BRIGGS AVE & E 197 ST,40.86836792,-73.88980523,42,385.07142857142856
Q7503,29 AVE & CRESCENT ST,40.76926521,-73.92457256,2,339.0
B3445,W/S 15 AVE OPP INDEPENDENCE AVE,40.60433737,-74.01700324,23,329.69565217391306
Q2822,253 ST & 149 RD,40.65231516,-73.73687251,12,297.75
Q4779,29 AVE & 170 ST,40.77061215,-73.79503666,2,289.0
M0564,7 AVE & W 15 ST,40.73924284,-73.99918496,45,282.46666666666664
X4770,DAVIDSON AVE & W 176 ST,40.84843248,-73.91297839,112,438.2767857142857
Q4824,108 AVE & UNION HALL ST,40.69617957,-73.79216302,46,308.9347826086956
M1332,1 AVE & E 110 ST,40.79218819,-73.93819347,75,343.3333333333333
R0865,SCHOHARIE ST & CLOVE RD,40.61460049,-74.10209434,10,338.7
R2275,MILL RD & EBBITTS ST,40.56431067,-74.11013947,38,374.2368421052632
Q4724,138 ST & COOLIDGE AVE,40.71542481,-73.82130001,7,332.2857142857143
Q5550,89 AVE & 212 ST,40.72351294,-73.75262896,1,263.0
B0290,STEWART AVE & SCHOLES ST,40.71161292,-73.9269976,9,269.55555555555554
B3419,QUENTIN RD & W 12 ST,40.60531276,-73.98492572,23,302.95652173913044
Q5177,HARDING XWAY S & PARSONS BLVD,40.7382339,-73.81027046,10,507.5
Q4627,47 AVE & 70 ST,40.73902708,-73.8940757,6,292.8333333333333
X3499,WALLACE AVE & SOUTH OAK DR,40.87222258,-73.86424876,32,336.65625
X2781,WEBSTER AVE & CLAREMONT PWAY,40.83979143,-73.90515859,27,292.1111111111111
Q4345,BOOTH MEMORIAL AVE & FRESH MEADOW LA,40.74193303,-73.79695065,7,270.57142857142856
B1092,FLATBUSH AVE & WINTHROP ST,40.65648588,-73.96007277,104,332.59615384615387
Q5278,89 AVE & 202 ST,40.71849352,-73.76084487,5,271.0
R1321,COLLEGE AVE & CRYSTAL AVE,40.6221653,-74.14161654,12,305.8333333333333
R0262,BROAD ST & QUINN ST,40.62493911,-74.07853596,27,157.14814814814815
B0015,GARDNER AVE & CHERRY  ST,40.72556213,-73.93147295,0,0.0
X2617,O'BRIEN AVE & SOUND VIEW AVE,40.81131269,-73.85627735,16,478.4375
M1259,2 AVE & E 99 ST,40.78617301,-73.94569523,102,359.62745098039215
R0535,SLOSSON AVE & RICE AVE,40.61787405,-74.11787188,8,312.25
Q5590,87 AVE & WINCHESTER BLVD,40.73122719,-73.73612299,6,462.1666666666667
Q5782,133 AVE & 222 ST,40.67961881,-73.74669816,10,383.8
Q5973,147 DR & HUXLEY ST,40.65596698,-73.74060787,9,267.0
Q7970,ROOSEVELT AVE & 94 ST,40.74873875,-73.87264739,32,291.34375
R1385,JEWETT AVE & COLLEGE AVE,40.62102069,-74.13180412,12,262.3333333333333
B1435,5 AVE & 23 ST,40.66022793,-73.99458791,37,331.97297297297297
R0593,MAINE AVE & VIRGINIA PL,40.62051212,-74.12988477,5,282.2
Q9785,BELL BLVD & 67 AVE,40.74394992,-73.75962733,3,241.0
