alarm_box_code,alarm_box_location,latitude,longitude,incident_count,average_response_time
M1782,AMSTERDAM AVE S OF FORT GEORGE AVE,40.85501103,-73.926036,18,374.0
R0428,VANDERBILT AVE & BAY ST,40.62246402,-74.07253552,4,253.75
M0428,AVENUE B & E 4 ST,40.72327798,-73.9825245,79,272.1392405063291
R0229,VICTORY BLVD & BAY ST,40.6377481,-74.07601777,66,278.59090909090907
B0919,SCHENECTADY AVE & PARK PL,40.6725145,-73.93355357,71,276.7464788732394
M1323,BROADWAY & W 108 ST,40.80292725,-73.96757497,47,305.48936170212767
Q4430,45 AVE & 160 ST,40.7565452,-73.80639406,13,336.61538461538464
M1798,10 AVE & W 202 ST,40.86131167,-73.921232,99,375.54545454545456
R0563,UTTER AVE & MANOR RD,40.61805942,-74.12362161,4,327.75
R2413,COMBS AVE 250' N OF CLARKE AVE/RVFD,40.56593022,-74.13205095,0,0.0
B3013,AVENUE M & E 17 ST,40.61821719,-73.95814639,20,398.6
R1983,WYONA AVE & HAWTHORNE AVE,40.61022205,-74.1489379,2,248.0
B0143,MANHATTAN AVE & FROST ST,40.71790704,-73.94665225,13,237.92307692307693
B2992,AVE M & EAST 15 ST,40.61801126,-73.96004232,28,272.2857142857143
Q9336,37 AVE & 111 ST,40.75414368,-73.85715508,16,345.875
M0089,PEARL ST & BEEKMAN ST,40.70808367,-74.00340211,13,283.46153846153845
B2587,11 AVE & 48 ST,40.63824637,-73.99594166,5,204.6
Q1314,ROCKAWAY BEACH BLVD & BEACH 75 ST,40.58866769,-73.80274869,21,306.3809523809524
X3778,FIELDSTON RD & W 245 ST,40.89171407,-73.90558681,2,290.5
Q4123,68 RD & 60 ST,40.70347577,-73.89981967,8,401.5
B2616,68 ST & 7 AVE E/S OF VZ BRIDGE APP,40.63178263,-74.01582528,2,263.5
B1709,LIBERTY AVE & SNEDIKER AVE,40.67357377,-73.90207722,6,275.6666666666667
Q7019,SW CORNER 73 ST & 57 AVE,40.72843098,-73.88858241,2,241.5
Q1422,CRONSTON AVE & BEACH 135 ST,40.57803909,-73.85511219,1,376.0
B2453,FOSTER AVE & E 21 ST,40.63679269,-73.95743328,50,241.7
Q2305,N/B CI PWAY AT 150 ST,40.78726003,-73.81286381,0,0.0
Q7402,32 AVE & 51 ST,40.75529168,-73.90846545,44,367.0681818181818
X4030,BRUSH AVE & ROHR PL,40.82178334,-73.8378736,1,352.0
R1031,ELBE AVE & SABLE AVE,40.60604576,-74.08434222,1,186.0
Q7171,41 AVE & 21 ST,40.75399761,-73.94243021,116,296.7413793103448
Q5256,HILLSIDE AVE & 187 ST,40.71469631,-73.77529928,10,282.5
R3814,NELSON AVE & BELDEN ST,40.5474525,-74.14995202,1,64.0
Q6615,CROYDEN RD & MAYFIELD RD,40.71699938,-73.78961771,10,394.2
Q4485,SANFORD AVE & 149 ST,40.76037161,-73.81508733,9,247.0
B1905,LINDEN BLVD & WILLIAMS AVE,40.65774692,-73.89610851,24,307.5416666666667
Q4918,JEWEL AVE/VAN ARSDALE AVE & 136 ST,40.72834297,-73.82954332,16,386.5625
B3884,BATH AVE & BAY 37 ST,40.59521085,-73.99238931,6,372.5
Q7528,HOYT AVE N & 24 ST,40.77393148,-73.92165606,4,248.0
Q6806,109 AVE & 227 ST,40.7066598,-73.72964716,4,362.0
B2540,17 AVE & 46 ST,40.63123292,-73.98130754,24,273.0416666666667
Q3106,QUEENS BLVD & 64 RD,40.72915082,-73.8604723,32,383.3125
M1584,HAMILTON PL & W 139 ST,40.8221734,-73.95210583,81,236.2469135802469
R4392,AMBOY RD 75' E OF SHARROTT AVE,40.52402543,-74.21401058,11,357.6363636363636
Q3206,66 RD & YELLOWSTONE BLVD,40.72915439,-73.84944778,11,322.90909090909093
Q7989,43 AVE OPP 95 ST,40.74524191,-73.869288,2,278.5
Q7339,78 AVE & 88 ST,40.70589893,-73.86108261,0,0.0
R0224,CEBRA AVE & VICTORY BLVD,40.63395556,-74.08574929,32,279.3125
Q5755,131 AVE & 218 ST,40.6831333,-73.74935675,11,366.45454545454544
M1014,MADISON AVE & E 69 ST,40.76984667,-73.9668471,38,335.05263157894734
X2609,BRUCKNER BLVD N/B & THERIOT AVE,40.82510524,-73.86295905,18,337.5
Q6451,60 AVE & HEWLETT ST,40.7614709,-73.71691484,4,427.75
R3695,RICHMOND AVE & ARTHUR KILL RD,40.561078,-74.16982656,35,259.42857142857144
M1378,LEXINGTON AVE & E 115 ST,40.7979438,-73.94212011,187,333.7433155080214
B2023,GLENMORE AVE & WYONA ST,40.67358165,-73.89335128,7,210.85714285714286
M0482,STUYVESANT TWN SVC RD 1 AVE & E 16 ST,40.73264377,-73.981562,12,389.0833333333333
B2379,PRESTON CT BTW E 56 ST & RALPH AVE,40.63999206,-73.92149332,4,296.25
R1583,SLOSSON AVE & MOTLEY AVE,40.60801798,-74.11606167,8,306.625
B2816,16 AVE & 77 ST,40.61515271,-74.00203158,12,323.3333333333333
X3468,ADEE AVE & OLINVILLE AVE,40.86968361,-73.86822921,22,314.22727272727275
Q5270,109 AVE & 120 ST,40.68250274,-73.82130359,44,234.72727272727272
X2965,JEROME AVE & MOUNT HOPE PL,40.8494181,-73.91112232,36,424.0833333333333
M1262,3 AVE & E 100 ST,40.78775317,-73.94746094,78,319.61538461538464
M1483,1 AVE & E 126 ST,40.80248977,-73.93089359,38,316.7105263157895
B0628,VANDERBILT AVE & DEKALB AVE,40.68946752,-73.96910363,23,261.60869565217394
Q1401,CRONSTON AVE & BEACH 124 ST,40.58113253,-73.84592173,5,261.8
M1151,BROADWAY & W 84 ST,40.78704606,-73.97758535,40,252.45
X3722,BROADWAY & W 230 ST,40.87691333,-73.90657623,157,292.38216560509557
B1816,ETNA AVE & RICHMOND ST,40.68582132,-73.87737336,12,347.9166666666667
Q5436,110 AVE & SPRINGFIELD BLVD,40.70838463,-73.73861196,12,296.1666666666667
B1311,8 AVE & 16 ST,40.66153948,-73.98273252,31,283.83870967741933
R1876,ADAMS AVE & NORTH RAILROAD AVE,40.5832691,-74.1041134,4,342.25
R1223,SAND LA & OLYMPIA BLVD,40.59278577,-74.06831811,18,397.6111111111111
X3785,ARLINGTON AVE & W 246 ST,40.89263163,-73.90990306,2,353.0
B0455,COURT ST & MONTAGUE ST,40.69373505,-73.99044693,27,291.22222222222223
M1019,1 AVE & E 70 ST,40.76649344,-73.95695607,66,407.59090909090907
Q1095,MOTT AVE & MCBRIDE ST,40.60573893,-73.757706,62,292.5
M1340,RIVERSIDE DR & W 111 ST,40.80545283,-73.96772277,15,350.4
X4903,UNIVERSITY AVE & W KINGSBRIDGE RD,40.86828265,-73.90106211,72,372.8333333333333
R0026,JERSEY ST 500' S OF RICHMOND TERR,40.64536605,-74.08785112,22,276.90909090909093
Q9509,WOODHAVEN BLVD & 65 AVE,40.71997671,-73.86523871,4,382.75
R1494,SEA VIEW AVE & HYLAN BLVD,40.58663049,-74.09220985,15,271.6
X3085,DORSEY & SEDDON STS,40.84069738,-73.84906246,9,459.77777777777777
R4852,YETMAN AVE & HYLAN BLVD,40.50483163,-74.24163828,13,278.15384615384613
X2658,SOLON PL & HAVEMEYER AVE,40.82025032,-73.84504791,1,455.0
B1984,WILLIAMS AVE 600' S OF STANLEY AVE,40.65301502,-73.89428989,27,313.55555555555554
Q4554,LEAVITT ST & 137 ST,40.76568772,-73.82912909,23,333.95652173913044
R4882,MASSACHUSETTS AVE 500' N OF HYLAN BLVD,40.50436703,-74.25089386,3,387.3333333333333
Q5373,LINDEN BLVD & 176 ST,40.69290356,-73.77360351,4,361.75
R1772,BUCHANAN AVE & HAROLD ST,40.60126175,-74.13311765,7,360.14285714285717
M0529,GREENWICH AVE & BANK ST,40.73716857,-74.00146275,20,325.15
M0256,NORFOLK ST & GRAND ST,40.7164457,-73.98836626,18,350.55555555555554
Q7109,MASPETH AVE & PAGE PL,40.72200551,-73.91655468,2,469.0
R1108,LISK AVE & SOUTH AVE,40.6231246,-74.16759586,3,265.3333333333333
Q7361,38 AVE & 27 ST,40.75539132,-73.93503981,18,374.05555555555554
Q7817,ROOSEVELT AVE & 62 ST,40.74573086,-73.90211693,20,327.05
R0374,BROADWAY & MARKHAM RD,40.63889764,-74.11768776,9,248.11111111111111
B3185,AVENUE L & E 72 ST,40.62637184,-73.91449727,11,321.90909090909093
Q9181,64 AVE & 102 ST,40.73175437,-73.85358841,29,334.51724137931035
B3995,AVENUE S & COLEMAN ST,40.61207456,-73.92774665,6,259.6666666666667
B1489,10 AVE & 40 ST,40.64406012,-73.99348583,17,289.70588235294116
Q6781,80 AVE & 265 ST,40.74584553,-73.70653275,2,448.5
B1010,PLAZA ST & BUTLER PL,40.67471278,-73.96899919,25,254.24
R3856,ARMSTRONG AVE & OCEANVIEW PL,40.54112902,-74.15404903,4,196.5
X2954,BATHGATE AVE & E 176 ST,40.84564214,-73.8977025,61,264.78688524590166
R0493,TOMPKINS AVE & CLIFTON AVE,40.61272606,-74.07141153,20,216.25
Q3188,S/S QUEENS BLVD & 82 RD,40.71227625,-73.82661953,70,340.87142857142857
Q4977,57 AVE & VAN HORN ST,40.73239605,-73.87643249,26,286.46153846153845
M1497,W 127 ST & LENOX AVE/MALCOLM X BLVD,40.80907023,-73.94453779,63,332.3492063492063
R4229,WOODS OF ARDEN RD & BATHGATE ST,40.53106685,-74.15908527,2,273.0
B1062,ROGERS AVE & UNION ST,40.66911459,-73.95335278,10,271.5
B4075,VANDALIA AVE & BETHEL LOOP,40.65180396,-73.88244151,11,336.09090909090907
Q9910,OAK AVE & 164 ST,40.74976515,-73.80287667,7,364.85714285714283
M1622,BROADWAY & W 145 ST,40.82642864,-73.95044994,150,313.3333333333333
Q7580,20 AVE & 29 ST,40.78043103,-73.90729372,17,304.29411764705884
R2233,ROMA AVE & NEW DORP LA,40.56564349,-74.10002281,1,502.0
M0654,8 AVE & W 27 ST,40.74782273,-73.99664704,28,348.17857142857144
M1049,3 AVE & E 74 ST,40.77106427,-73.95964441,43,327.48837209302326
B0433,JOHNSON ST & LAWRENCE ST,40.69492406,-73.986169,12,298.5833333333333
B0792,LEWIS AVE & LEXINGTON AVE,40.689354,-73.9363203,27,210.07407407407408
M1307,5 AVE & E 106 ST,40.79428503,-73.95111102,128,349.671875
B1239,DEAN ST & 4 AVE,40.68312884,-73.97918391,133,256.5864661654135
B0311,WYTHE AVENUE S OF CLYMER ST,40.70420946,-73.96550334,123,247.7560975609756
R3665,WAINWRIGHT AVE & READING AVE,40.55529524,-74.17079415,4,237.0
Q6763,HILLSIDE AVE & 260 ST,40.73733382,-73.70831903,15,314.93333333333334
Q6026,LITTLE NECK PWAY & 252 ST,40.75189482,-73.72124305,12,399.5833333333333
Q3642,47 AVE & AUBURNDALE LA,40.75052127,-73.7948269,3,344.6666666666667
Q4979,64 AVE & 174 ST,40.73802907,-73.79489193,13,271.9230769230769
R1734,MARTIN AVE & WESTWOOD AVE,40.60568317,-74.13975632,7,329.57142857142856
Q7522,26 AVE & 9 ST,40.77546819,-73.93026438,3,309.6666666666667
B3304,SHEEPSHEAD BAY RD & E 16 ST,40.58719508,-73.95325196,27,369.6666666666667
Q6954,29 AVE & 160 ST,40.77108605,-73.80441774,5,299.0
M0480,IRVING PL & E 17 ST,40.73587893,-73.98738718,15,291.2
Q7808,37 AVE & 58 ST,40.75016151,-73.9043343,8,341.25
R0956,LAKE AVE & RAILROAD CROSSING,40.63396355,-74.15099378,7,296.57142857142856
X4138,CALHOUN AVE & CROSS BX XWAY E/B SR,40.82336032,-73.8222056,132,389.31060606060606
B2235,DITMAS AVE & E 87 ST,40.64668354,-73.91693684,3,253.33333333333334
R0346,BEMENT AVE & RICHMOND TERRACE,40.64289131,-74.11385261,9,449.8888888888889
B1047,BROOKLYN AVE & FENIMORE ST,40.65901046,-73.94525998,12,300.25
B2128,AVENUE D & E 104 ST,40.65279398,-73.90296011,6,248.5
X2138,3 AVE & E 137 ST,40.81048605,-73.92801376,10,270.7
M0942,5 AVE & 60 ST,40.76489773,-73.97255352,23,359.7826086956522
Q5607,88 RD & 247 ST,40.72866627,-73.72091197,1,352.0
Q1346,SHORE FRONT PWAY & BEACH 94 ST,40.58403754,-73.81528084,14,246.71428571428572
Q6077,103 AVE & 126 ST,40.68964244,-73.81906075,11,298.90909090909093
B1563,TILDEN AVE & ROGERS AVE,40.64677092,-73.95204923,22,253.3181818181818
M1213,BROADWAY & W 92 ST,40.79209413,-73.97364908,59,348.6949152542373
Q8685,122 AVE & LONG ST,40.6787036,-73.78174233,14,317.7142857142857
R0271,ST PAULS AVE & SWAN ST,40.63486398,-74.07845484,13,414.0
R2446,WOLVERINE ST & AMBOY RD/RVFD,40.5670284,-74.12783491,8,366.875
R2262,BEACH AVE & CLAWSON ST,40.56869076,-74.11461009,5,348.4
X3591,JEROME AVE & E 212 ST,40.88439063,-73.87995799,5,413.0
X4054,CALHOUN AVE & SAMPSON AVE,40.81987024,-73.81986115,11,233.9090909090909
M1179,5 AVE & E 88 ST,40.78283332,-73.95946906,38,366.05263157894734
Q5157,109 AVE & 124 ST,40.6835011,-73.81811862,13,279.0
B3893,SNYDER AVE & E 38 ST,40.64939399,-73.94169995,19,290.36842105263156
X2366,SENECA AVE & LONGFELLOW AVE,40.81912848,-73.88577796,22,287.22727272727275
Q4202,58 RD & 64 ST,40.72074379,-73.90091573,7,259.0
Q4224,FURMANVILLE AVE & 83 PL,40.71890376,-73.86877878,5,368.0
B3533,NEPTUNE AVE & W 28 ST,40.57787974,-73.99475686,35,231.0857142857143
Q5018,SAYRES AVE & 167 ST,40.69162129,-73.78333085,56,276.17857142857144
B0674,WILLOUGHBY AVE & MARCY AVE,40.69390487,-73.94891392,54,274.3703703703704
Q7193,40 RD & NORTHERN BLVD,40.75097904,-73.93474259,31,408.2258064516129
B2137,FOSTER AVE & E 101 ST,40.65024397,-73.90273372,10,231.4
B3357,AVENUE Z & E 7 ST,40.5871215,-73.96204485,34,337.20588235294116
Q5248,HILLSIDE AVE & 180 ST,40.71293755,-73.78262547,36,358.27777777777777
B3233,AVENUE T & GERRITSEN AVE,40.60334437,-73.93682748,5,265.4
B3327,AVENUE P & E 12 ST,40.61009887,-73.96137268,34,216.08823529411765
M1297,AMSTERDAM AVE & W 105 ST,40.79976083,-73.96620573,58,327.01724137931035
R2863,ST PATRICKS PL & W CEDARVIEW AVE/RVFD,40.57038121,-74.14388544,2,499.0
Q7261,47 AVE & 38 ST,40.742123,-73.92744375,9,303.6666666666667
X3024,ZEREGA AVE & HALSEY ST,40.83565135,-73.84559222,3,334.3333333333333
Q9335,34 AVE & 110 ST,40.75649222,-73.85879892,20,408.1
Q8850,111 AVE & 139 ST,40.68515987,-73.80525446,14,342.57142857142856
B1291,4 AVE & PROSPECT AVE,40.66550728,-73.99277081,14,329.0
X3870,E 234 ST & BYRON AVE,40.8936239,-73.85524068,44,269.75
B1147,3 AVE & 80 ST,40.62783292,-74.02927465,14,295.2142857142857
B2355,FOSTER AVE & E 83 ST,40.64194765,-73.91662099,16,439.25
B0613,CARLTON AVE & FULTON ST,40.6850205,-73.971223,135,245.0222222222222
X3397,BRIGGS AVE & E 197 ST,40.86836792,-73.88980523,32,409.6875
Q7503,29 AVE & CRESCENT ST,40.76926521,-73.92457256,7,389.7142857142857
B3445,W/S 15 AVE OPP INDEPENDENCE AVE,40.60433737,-74.01700324,31,319.6774193548387
Q2822,253 ST & 149 RD,40.65231516,-73.73687251,14,305.2857142857143
Q4779,29 AVE & 170 ST,40.77061215,-73.79503666,5,285.4
M0564,7 AVE & W 15 ST,40.73924284,-73.99918496,45,297.53333333333336
X4770,DAVIDSON AVE & W 176 ST,40.84843248,-73.91297839,119,384.1512605042017
Q4824,108 AVE & UNION HALL ST,40.69617957,-73.79216302,49,310.0
M1332,1 AVE & E 110 ST,40.79218819,-73.93819347,64,379.03125
R0865,SCHOHARIE ST & CLOVE RD,40.61460049,-74.10209434,5,351.2
R2275,MILL RD & EBBITTS ST,40.56431067,-74.11013947,30,453.3
Q4724,138 ST & COOLIDGE AVE,40.71542481,-73.82130001,9,314.3333333333333
Q5550,89 AVE & 212 ST,40.72351294,-73.75262896,1,470.0
B0290,STEWART AVE & SCHOLES ST,40.71161292,-73.9269976,4,250.75
B3419,QUENTIN RD & W 12 ST,40.60531276,-73.98492572,15,431.8
Q5177,HARDING XWAY S & PARSONS BLVD,40.7382339,-73.81027046,6,395.0
Q4627,47 AVE & 70 ST,40.73902708,-73.8940757,4,200.75
X3499,WALLACE AVE & SOUTH OAK DR,40.87222258,-73.86424876,36,333.22222222222223
X2781,WEBSTER AVE & CLAREMONT PWAY,40.83979143,-73.90515859,36,272.94444444444446
Q4345,BOOTH MEMORIAL AVE & FRESH MEADOW LA,40.74193303,-73.79695065,8,274.5
B1092,FLATBUSH AVE & WINTHROP ST,40.65648588,-73.96007277,93,321.5268817204301
Q5278,89 AVE & 202 ST,40.71849352,-73.76084487,5,233.4
R1321,COLLEGE AVE & CRYSTAL AVE,40.6221653,-74.14161654,11,287.27272727272725
R0262,BROAD ST & QUINN ST,40.62493911,-74.07853596,21,179.0
B0015,GARDNER AVE & CHERRY  ST,40.72556213,-73.93147295,0,0.0
X2617,O'BRIEN AVE & SOUND VIEW AVE,40.81131269,-73.85627735,17,420.4117647058824
M1259,2 AVE & E 99 ST,40.78617301,-73.94569523,58,350.5
R0535,SLOSSON AVE & RICE AVE,40.61787405,-74.11787188,5,306.6
Q5590,87 AVE & WINCHESTER BLVD,40.73122719,-73.73612299,7,321.85714285714283
Q5782,133 AVE & 222 ST,40.67961881,-73.74669816,4,449.0
Q5973,147 DR & HUXLEY ST,40.65596698,-73.74060787,9,291.8888888888889
Q7970,ROOSEVELT AVE & 94 ST,40.74873875,-73.87264739,29,323.44827586206895
R1385,JEWETT AVE & COLLEGE AVE,40.62102069,-74.13180412,6,239.0
B1435,5 AVE & 23 ST,40.66022793,-73.99458791,28,378.2857142857143
R0593,MAINE AVE & VIRGINIA PL,40.62051212,-74.12988477,4,251.25
Q9785,BELL BLVD & 67 AVE,40.74394992,-73.75962733,9,366.44444444444446
Q5417,103 AVE & 223 ST,40.71147002,-73.73149387,6,261.6666666666667
